cat	MunicipalityName	RSFbin	RSF m2	RSF km2
78	Sør-Aurdal	6	17181761.65	17.18176165
78	Sør-Aurdal	7	22108321.98	22.10832198
78	Sør-Aurdal	8	22768016.66	22.76801666
78	Sør-Aurdal	9	28455970.86	28.45597086
78	Sør-Aurdal	10	20791632.58	20.79163258
79	Sauda	1	330541238.4	330.5412384
79	Sauda	2	53149072.02	53.14907202
79	Sauda	3	27344479.81	27.34447981
79	Sauda	4	17204261.46	17.20426146
79	Sauda	5	12530599.1	12.5305991
79	Sauda	6	12625098.34	12.62509834
79	Sauda	7	9820720.92	9.82072092
79	Sauda	8	8183634.102	8.183634102
79	Sauda	9	9548923.109	9.548923109
79	Sauda	10	25370795.7	25.3707957
80	Midsund	1	72613215.29	72.61321529
80	Midsund	2	4855460.902	4.855460902
80	Midsund	3	2496579.897	2.496579897
80	Midsund	4	1721686.136	1.721686136
80	Midsund	5	1354489.093	1.354489093
80	Midsund	6	1481388.071	1.481388071
80	Midsund	7	989092.0355	0.989092035
80	Midsund	8	755093.9197	0.75509392
80	Midsund	9	764093.8472	0.764093847
80	Midsund	10	341997.2461	0.341997246
81	Rollag	1	354609744.5	354.6097445
81	Rollag	2	31749044.34	31.74904434
81	Rollag	3	12127402.35	12.12740235
81	Rollag	4	6038951.372	6.038951372
81	Rollag	5	3829469.164	3.829469164
81	Rollag	6	4301065.366	4.301065366
81	Rollag	7	4416264.439	4.416264439
81	Rollag	8	3111274.947	3.111274947
81	Rollag	9	3356072.976	3.356072976
81	Rollag	10	10265317.34	10.26531734
82	Trysil	1	2205009245	2205.009245
82	Trysil	2	235273405.5	235.2734055
82	Trysil	3	118027749.6	118.0277496
82	Trysil	4	75357293.2	75.3572932
82	Trysil	5	45730431.76	45.73043176
82	Trysil	6	46310927.09	46.31092709
82	Trysil	7	56854342.19	56.85434219
82	Trysil	8	57286338.71	57.28633871
82	Trysil	9	61313806.28	61.31380628
82	Trysil	10	29906759.18	29.90675918
83	Øygarden	1	64488980.71	64.48898071
83	Øygarden	2	74699.39849	0.074699398
84	Kristiansund	1	72750914.18	72.75091418
84	Kristiansund	2	1333789.26	1.33378926
84	Kristiansund	3	746093.9922	0.746093992
84	Kristiansund	4	475196.1735	0.475196174
84	Kristiansund	5	344697.2244	0.344697224
84	Kristiansund	6	467996.2315	0.467996232
84	Kristiansund	7	390596.8548	0.390596855
84	Kristiansund	8	238498.0795	0.23849808
84	Kristiansund	9	297897.6012	0.297897601
84	Kristiansund	10	189898.4709	0.189898471
85	Grimstad	1	249552690.5	249.5526905
86	Volda	1	336968986.6	336.9689866
86	Volda	2	43523649.53	43.52364953
86	Volda	3	24298004.34	24.29800434
86	Volda	4	15910071.89	15.91007189
86	Volda	5	12825796.72	12.82579672
86	Volda	6	13129094.28	13.12909428
86	Volda	7	7679638.161	7.679638161
86	Volda	8	5003959.706	5.003959706
86	Volda	9	4482863.902	4.482863902
86	Volda	10	3647670.628	3.647670628
87	Etnedal	1	330174941.3	330.1749413
87	Etnedal	2	50744291.39	50.74429139
87	Etnedal	3	20213837.23	20.21383723
87	Etnedal	4	12312800.85	12.31280085
87	Etnedal	5	6985743.748	6.985743748
87	Etnedal	6	5207358.068	5.207358068
87	Etnedal	7	5701454.09	5.70145409
87	Etnedal	8	4870760.779	4.870760779
87	Etnedal	9	6417848.321	6.417848321
87	Etnedal	10	6667146.314	6.667146314
88	Karasjok	1	1237935532	1237.935532
88	Karasjok	2	1511832126	1511.832126
88	Karasjok	3	770645794.5	770.6457945
88	Karasjok	4	504405438.3	504.4054383
88	Karasjok	5	396359508.4	396.3595084
88	Karasjok	6	231452036.3	231.4520363
88	Karasjok	7	289239670.9	289.2396709
88	Karasjok	8	191477958.1	191.4779581
88	Karasjok	9	89448479.73	89.44847973
88	Karasjok	10	31805743.89	31.80574389
89	Åseral	1	279476549.5	279.4765495
89	Åseral	2	110022314.1	110.0223141
89	Åseral	3	77004279.93	77.00427993
89	Åseral	4	56455645.4	56.4556454
89	Åseral	5	37665596.7	37.6655967
89	Åseral	6	40130676.85	40.13067685
89	Åseral	7	40100977.09	40.10097709
89	Åseral	8	42188960.28	42.18896028
89	Åseral	9	52340878.53	52.34087853
89	Åseral	10	89799476.9	89.7994769
90	Sigdal	1	645013106.1	645.0131061
90	Sigdal	2	37436098.55	37.43609855
90	Sigdal	3	21119229.94	21.11922994
90	Sigdal	4	15545574.82	15.54557482
90	Sigdal	5	9262725.413	9.262725413
90	Sigdal	6	8027035.363	8.027035363
90	Sigdal	7	11270609.24	11.27060924
90	Sigdal	8	14088486.55	14.08848655
90	Sigdal	9	19743141.02	19.74314102
90	Sigdal	10	32505938.25	32.50593825
91	Aremark	1	265153164.9	265.1531649
92	Vågan	1	363201975.4	363.2019754
92	Vågan	2	40998269.87	40.99826987
92	Vågan	3	13642090.15	13.64209015
92	Vågan	4	6846244.871	6.846244871
92	Vågan	5	4664662.438	4.664662438
92	Vågan	6	4647562.576	4.647562576
92	Vågan	7	2672078.483	2.672078483
92	Vågan	8	1977284.078	1.977284078
92	Vågan	9	1994383.94	1.99438394
92	Vågan	10	1297789.55	1.29778955
93	Høylandet	1	399133286	399.133286
93	Høylandet	2	106507842.4	106.5078424
93	Høylandet	3	50586792.66	50.58679266
93	Høylandet	4	25208797.01	25.20879701
93	Høylandet	5	19416443.65	19.41644365
93	Høylandet	6	23272012.61	23.27201261
93	Høylandet	7	16753365.1	16.7533651
93	Høylandet	8	13667289.95	13.66728995
93	Høylandet	9	15992871.22	15.99287122
93	Høylandet	10	13773489.09	13.77348909
94	Askøy	1	82824533.07	82.82453307
94	Askøy	2	2258081.817	2.258081817
94	Askøy	3	151198.7825	0.151198782
94	Askøy	4	42299.65939	0.042299659
95	Ålesund	1	74539199.78	74.53919978
95	Ålesund	2	2782777.592	2.782777592
95	Ålesund	3	773093.7748	0.773093775
95	Ålesund	4	311397.4925	0.311397493
95	Ålesund	5	84599.31878	0.084599319
95	Ålesund	6	110699.1086	0.110699109
95	Ålesund	7	158398.7245	0.158398725
95	Ålesund	8	27899.77534	0.027899775
95	Ålesund	10	4499.963765	0.004499964
96	Vestvågøy	1	237994083.6	237.9940836
96	Vestvågøy	2	61445205.22	61.44520522
96	Vestvågøy	3	22105622	22.105622
96	Vestvågøy	4	13250593.3	13.2505933
96	Vestvågøy	5	9829720.847	9.829720847
96	Vestvågøy	6	10815212.91	10.81521291
96	Vestvågøy	7	5276657.51	5.27665751
96	Vestvågøy	8	4395564.605	4.395564605
96	Vestvågøy	9	5755453.655	5.755453655
96	Vestvågøy	10	7578838.972	7.578838972
97	Kragerø	1	280182143.9	280.1821439
98	Skaun	1	169043838.8	169.0438388
98	Skaun	2	9956619.826	9.956619826
98	Skaun	3	2045683.527	2.045683527
98	Skaun	4	1343689.18	1.34368918
98	Skaun	5	530995.7242	0.530995724
98	Skaun	6	259197.9128	0.259197913
98	Skaun	7	145798.826	0.145798826
98	Skaun	8	88199.28979	0.08819929
98	Skaun	9	71999.42023	0.07199942
98	Skaun	10	66599.46372	0.066599464
99	Røyrvik	1	430246935.5	430.2469355
99	Røyrvik	2	254724048.9	254.7240489
99	Røyrvik	3	155393648.7	155.3936487
99	Røyrvik	4	84114222.68	84.11422268
99	Røyrvik	5	61341706.05	61.34170605
99	Røyrvik	6	73643706.99	73.64370699
99	Røyrvik	7	70417232.97	70.41723297
99	Røyrvik	8	63049892.3	63.0498923
99	Røyrvik	9	75913488.72	75.91348872
99	Røyrvik	10	52438077.75	52.43807775
100	Ås	1	59281622.64	59.28162264
101	Grue	1	717416623.1	717.4166231
102	Hægebostad	1	274484289.7	274.4842897
102	Hægebostad	2	43025953.54	43.02595354
102	Hægebostad	3	20682733.45	20.68273345
102	Hægebostad	4	12891496.19	12.89149619
102	Hægebostad	5	10268917.31	10.26891731
102	Hægebostad	6	11528007.17	11.52800717
102	Hægebostad	7	12475699.54	12.47569954
102	Hægebostad	8	11183309.95	11.18330995
102	Hægebostad	9	11127510.4	11.1275104
102	Hægebostad	10	22347720.05	22.34772005
103	Lurøy	1	194346235.1	194.3462351
103	Lurøy	2	17218661.35	17.21866135
103	Lurøy	3	7159442.35	7.15944235
103	Lurøy	4	3914968.475	3.914968475
103	Lurøy	5	2613578.954	2.613578954
103	Lurøy	6	2750377.853	2.750377853
103	Lurøy	7	1565087.397	1.565087397
103	Lurøy	8	892792.8109	0.892792811
103	Lurøy	9	821693.3834	0.821693383
103	Lurøy	10	515695.8474	0.515695847
104	Sortland	1	515912745.7	515.9127457
104	Sortland	2	68464248.7	68.4642487
104	Sortland	3	25602993.84	25.60299384
104	Sortland	4	13176793.9	13.1767939
104	Sortland	5	10018719.33	10.01871933
104	Sortland	6	11431707.95	11.43170795
104	Sortland	7	6560947.169	6.560947169
104	Sortland	8	4620562.794	4.620562794
104	Sortland	9	4722261.975	4.722261975
104	Sortland	10	2343581.129	2.343581129
105	Tana	1	864170341.4	864.1703414
105	Tana	2	871269484.2	871.2694842
105	Tana	3	528630543.3	528.6305433
105	Tana	4	288644775.7	288.6447757
105	Tana	5	239139774.4	239.1397744
105	Tana	6	186667496.9	186.6674969
105	Tana	7	215449265.1	215.4492651
105	Tana	8	166492359.3	166.4923593
105	Tana	9	129090460.5	129.0904605
105	Tana	10	50880190.29	50.88019029
106	Larvik	1	408008114.6	408.0081146
107	Nesna	1	118169948.5	118.1699485
107	Nesna	2	18029554.82	18.02955482
107	Nesna	3	7823637.001	7.823637001
107	Nesna	4	2806177.404	2.806177404
107	Nesna	5	1837785.201	1.837785201
107	Nesna	6	1761285.817	1.761285817
107	Nesna	7	1413888.615	1.413888615
107	Nesna	8	1228490.108	1.228490108
107	Nesna	9	1406688.673	1.406688673
107	Nesna	10	872992.9703	0.87299297
108	Hammerfest	1	300354581.4	300.3545814
108	Hammerfest	2	129859954.3	129.8599543
108	Hammerfest	3	82678734.24	82.67873424
108	Hammerfest	4	41095469.08	41.09546908
108	Hammerfest	5	33280832.01	33.28083201
108	Hammerfest	6	35860211.24	35.86021124
108	Hammerfest	7	27425479.16	27.42547916
108	Hammerfest	8	24423103.34	24.42310334
108	Hammerfest	9	28289472.2	28.2894722
108	Hammerfest	10	14829180.59	14.82918059
109	Lebesby	1	913432344.7	913.4323447
109	Lebesby	2	640989238.5	640.9892385
109	Lebesby	3	324457287.3	324.4572873
109	Lebesby	4	178519862.5	178.5198625
109	Lebesby	5	170331728.4	170.3317284
109	Lebesby	6	156002943.8	156.0029438
109	Lebesby	7	103527066.4	103.5270664
109	Lebesby	8	88301888.96	88.30188896
109	Lebesby	9	93695545.53	93.69554553
109	Lebesby	10	37701596.41	37.70159641
110	Askim	1	34881019.13	34.88101913
111	Andebu	1	156075843.2	156.0758432
112	Herøy	1	46745623.59	46.74562359
112	Herøy	2	13597990.5	13.5979905
112	Herøy	3	7813737.081	7.813737081
112	Herøy	4	7087442.929	7.087442929
112	Herøy	5	5689754.184	5.689754184
112	Herøy	6	5980451.843	5.980451843
112	Herøy	7	7243141.676	7.243141676
112	Herøy	8	5679854.264	5.679854264
112	Herøy	9	5549355.315	5.549355315
112	Herøy	10	2869176.896	2.869176896
113	Norddal	1	587045472.9	587.0454729
113	Norddal	2	62647595.54	62.64759554
113	Norddal	3	28881667.43	28.88166743
113	Norddal	4	17011663.02	17.01166302
113	Norddal	5	13255993.26	13.25599326
113	Norddal	6	14007487.21	14.00748721
113	Norddal	7	8471631.783	8.471631783
113	Norddal	8	6710345.966	6.710345966
113	Norddal	9	6956943.98	6.95694398
113	Norddal	10	12122002.39	12.12200239
114	Nes	1	464101062.9	464.1010629
115	Aure	1	433277211.1	433.2772111
115	Aure	2	43300451.33	43.30045133
115	Aure	3	24499602.72	24.49960272
115	Aure	4	17514758.96	17.51475896
115	Aure	5	15838072.47	15.83807247
115	Aure	6	17729857.23	17.72985723
115	Aure	7	14019187.11	14.01918711
115	Aure	8	11564906.88	11.56490688
115	Aure	9	12671897.96	12.67189796
115	Aure	10	8923428.145	8.923428145
116	Rennebu	1	468721625.7	468.7216257
116	Rennebu	2	107585133.7	107.5851337
116	Rennebu	3	65976668.73	65.97666873
116	Rennebu	4	48368310.52	48.36831052
116	Rennebu	5	40510473.79	40.51047379
116	Rennebu	6	42864854.84	42.86485484
116	Rennebu	7	31769744.18	31.76974418
116	Rennebu	8	26553386.18	26.55338618
116	Rennebu	9	30012058.33	30.01205833
116	Rennebu	10	32725536.48	32.72553648
117	Os	1	117152056.6	117.1520566
117	Os	2	5044459.38	5.04445938
117	Os	3	2096083.122	2.096083122
117	Os	4	1297789.55	1.29778955
117	Os	5	1017891.804	1.017891804
117	Os	6	1078191.318	1.078191318
117	Os	7	906292.7022	0.906292702
117	Os	8	822593.3762	0.822593376
117	Os	9	965692.2239	0.965692224
117	Os	10	274497.7896	0.27449779
118	Åmot	1	1053162520	1053.16252
118	Åmot	2	61671103.4	61.6711034
118	Åmot	3	38706888.32	38.70688832
118	Åmot	4	28633269.43	28.63326943
118	Åmot	5	8452731.935	8.452731935
118	Åmot	6	5736553.807	5.736553807
118	Åmot	7	15126178.2	15.1261782
118	Åmot	8	19062746.5	19.0627465
118	Åmot	9	18155553.8	18.1555538
118	Åmot	10	34314923.68	34.31492368
119	Enebakk	1	170233629.2	170.2336292
120	Iveland	1	249172893.6	249.1728936
120	Iveland	2	610195.0865	0.610195086
120	Iveland	3	138598.884	0.138598884
120	Iveland	4	43199.65214	0.043199652
120	Iveland	5	3599.971012	0.003599971
121	Grong	1	654958026	654.958026
121	Grong	2	109263620.2	109.2636202
121	Grong	3	61766502.63	61.76650263
121	Grong	4	41351067.03	41.35106703
121	Grong	5	35603713.31	35.60371331
121	Grong	6	41720064.05	41.72006405
121	Grong	7	35565013.62	35.56501362
121	Grong	8	32124341.32	32.12434132
121	Grong	9	37690796.5	37.6907965
121	Grong	10	32220640.55	32.22064055
122	Søndre Land	1	638185761.1	638.1857611
122	Søndre Land	2	394196.8258	0.394196826
122	Søndre Land	3	63899.48546	0.063899485
122	Søndre Land	4	40499.67388	0.040499674
122	Søndre Land	5	17099.86231	0.017099862
122	Søndre Land	6	8099.934776	0.008099935
122	Søndre Land	7	1799.985506	0.001799986
123	Ullensvang	1	864719336.9	864.7193369
123	Ullensvang	2	125871186.4	125.8711864
123	Ullensvang	3	59535420.6	59.5354206
123	Ullensvang	4	47276619.31	47.27661931
123	Ullensvang	5	36915002.75	36.91500275
123	Ullensvang	6	35057417.7	35.0574177
123	Ullensvang	7	24763300.6	24.7633006
123	Ullensvang	8	17045862.74	17.04586274
123	Ullensvang	9	17844156.31	17.84415631
123	Ullensvang	10	26213188.92	26.21318892
124	Jevnaker	1	180032750.3	180.0327503
124	Jevnaker	2	384296.9055	0.384296905
124	Jevnaker	3	65699.47096	0.065699471
124	Jevnaker	4	9899.920282	0.00989992
124	Jevnaker	5	1799.985506	0.001799986
125	Os	1	345095021.2	345.0950212
125	Os	2	153293065.6	153.2930656
125	Os	3	102685573.1	102.6855731
125	Os	4	79633158.76	79.63315876
125	Os	5	67033260.22	67.03326022
125	Os	6	60772010.64	60.77201064
125	Os	7	43381450.68	43.38145068
125	Os	8	42610156.89	42.61015689
125	Os	9	41195368.28	41.19536828
125	Os	10	53647668.01	53.64766801
126	Vefsn	1	1095731277	1095.731277
126	Vefsn	2	291490552.8	291.4905528
126	Vefsn	3	119570337.2	119.5703372
126	Vefsn	4	48602308.64	48.60230864
126	Vefsn	5	34817119.64	34.81711964
126	Vefsn	6	36261608.01	36.26160801
126	Vefsn	7	45305635.18	45.30563518
126	Vefsn	8	41350167.03	41.35016703
126	Vefsn	9	45259735.55	45.25973555
126	Vefsn	10	28172473.14	28.17247314
127	Rauma	1	922407972.4	922.4079724
127	Rauma	2	122574513	122.574513
127	Rauma	3	58570628.37	58.57062837
127	Rauma	4	32354739.47	32.35473947
127	Rauma	5	27022282.41	27.02228241
127	Rauma	6	27979874.7	27.9798747
127	Rauma	7	18281552.79	18.28155279
127	Rauma	8	13604290.45	13.60429045
127	Rauma	9	13900388.07	13.90038807
127	Rauma	10	14659081.96	14.65908196
128	Vega	1	136833998.2	136.8339982
128	Vega	2	4707862.091	4.707862091
128	Vega	3	1316689.398	1.316689398
128	Vega	4	688494.456	0.688494456
128	Vega	5	553495.543	0.553495543
128	Vega	6	521995.7967	0.521995797
128	Vega	7	796493.5863	0.796493586
128	Vega	8	778493.7313	0.778493731
128	Vega	9	723594.1734	0.723594173
128	Vega	10	310497.4998	0.3104975
129	Snillfjord	1	271662812.5	271.6628125
129	Snillfjord	2	57239539.09	57.23953909
129	Snillfjord	3	29157965.21	29.15796521
129	Snillfjord	4	20338936.22	20.33893622
129	Snillfjord	5	18485851.15	18.48585115
129	Snillfjord	6	21056230.45	21.05623045
129	Snillfjord	7	17173661.71	17.17366171
129	Snillfjord	8	13742889.34	13.74288934
129	Snillfjord	9	14181185.81	14.18118581
129	Snillfjord	10	11856504.53	11.85650453
130	Nannestad	1	272731103.9	272.7311039
130	Nannestad	2	250197.9853	0.250197985
130	Nannestad	3	5399.956518	0.005399957
130	Nannestad	4	2699.978259	0.002699978
130	Nannestad	5	899.992753	0.000899993
131	Hol	1	599342073.9	599.3420739
131	Hol	2	176334680.1	176.3346801
131	Hol	3	138919281.4	138.9192814
131	Hol	4	132241335.1	132.2413351
131	Hol	5	92020659.02	92.02065902
131	Hol	6	91216965.49	91.21696549
131	Hol	7	96812220.43	96.81222043
131	Hol	8	89998375.3	89.9983753
131	Hol	9	97849012.08	97.84901208
131	Hol	10	150027891.9	150.0278919
132	Moss	1	45457733.96	45.45773396
133	Fræna	1	260980798.5	260.9807985
133	Fræna	2	11982503.51	11.98250351
133	Fræna	3	6691446.118	6.691446118
133	Fræna	4	4914860.424	4.914860424
133	Fræna	5	4091367.055	4.091367055
133	Fræna	6	3722370.026	3.722370026
133	Fræna	7	2729678.02	2.72967802
133	Fræna	8	2380480.831	2.380480831
133	Fræna	9	2252681.861	2.252681861
133	Fræna	10	2927676.425	2.927676425
134	Vadsø	1	376014272.2	376.0142722
134	Vadsø	2	186269700.1	186.2697001
134	Vadsø	3	130975945.3	130.9759453
134	Vadsø	4	115948766.3	115.9487663
134	Vadsø	5	80436852.29	80.43685229
134	Vadsø	6	58244830.99	58.24483099
134	Vadsø	7	92191657.64	92.19165764
134	Vadsø	8	54310062.68	54.31006268
134	Vadsø	9	27088881.87	27.08888187
134	Vadsø	10	15904671.93	15.90467193
135	Nes	1	418775627.9	418.7756279
135	Nes	2	108766824.2	108.7668242
135	Nes	3	61991500.82	61.99150082
135	Nes	4	44057345.23	44.05734523
135	Nes	5	25281696.42	25.28169642
135	Nes	6	16919863.75	16.91986375
135	Nes	7	22099322.05	22.09932205
135	Nes	8	23800308.35	23.80030835
135	Nes	9	31443046.81	31.44304681
135	Nes	10	31216248.64	31.21624864
136	Harstad	1	293673935.2	293.6739352
136	Harstad	2	40417774.54	40.41777454
136	Harstad	3	16692165.59	16.69216559
136	Harstad	4	8542731.211	8.542731211
136	Harstad	5	7275541.415	7.275541415
136	Harstad	6	9330224.87	9.33022487
136	Harstad	7	4451364.156	4.451364156
136	Harstad	8	3356972.968	3.356972968
136	Harstad	9	4376664.757	4.376664757
136	Harstad	10	2915076.527	2.915076527
137	Smøla	1	250163785.6	250.1637856
137	Smøla	2	58499.52894	0.058499529
138	Verran	1	171223621.2	171.2236212
138	Verran	2	83864924.69	83.86492469
138	Verran	3	66728162.68	66.72816268
138	Verran	4	43138452.63	43.13845263
138	Verran	5	30488154.5	30.4881545
138	Verran	6	39436782.44	39.43678244
138	Verran	7	29064365.96	29.06436596
138	Verran	8	28989666.56	28.98966656
138	Verran	9	37159800.78	37.15980078
138	Verran	10	28527970.28	28.52797028
139	Lørenskog	1	54275862.95	54.27586295
140	Hitra	1	437933773.6	437.9337736
140	Hitra	2	106725640.6	106.7256406
140	Hitra	3	36137409.01	36.13740901
140	Hitra	4	19033046.74	19.03304674
140	Hitra	5	9604722.659	9.604722659
140	Hitra	6	8177334.153	8.177334153
140	Hitra	7	3325473.222	3.325473222
140	Hitra	8	2433580.404	2.433580404
140	Hitra	9	2792677.512	2.792677512
140	Hitra	10	2143782.737	2.143782737
141	Rygge	1	38261391.91	38.26139191
142	Vennesla	1	359332006.5	359.3320065
142	Vennesla	2	10799.91304	0.010799913
143	Notodden	1	717884619.3	717.8846193
143	Notodden	2	35022317.99	35.02231799
143	Notodden	3	18277952.82	18.27795282
143	Notodden	4	12534199.07	12.53419907
143	Notodden	5	10080818.83	10.08081883
143	Notodden	6	9208725.848	9.208725848
143	Notodden	7	7973035.798	7.973035798
143	Notodden	8	7668838.248	7.668838248
143	Notodden	9	7958635.914	7.958635914
143	Notodden	10	17731657.22	17.73165722
144	Halden	1	532421312.7	532.4213127
145	Nordreisa	1	1548639130	1548.63913
145	Nordreisa	2	493052029.8	493.0520298
145	Nordreisa	3	282811022.7	282.8110227
145	Nordreisa	4	184285216.1	184.2852161
145	Nordreisa	5	150140391	150.140391
145	Nordreisa	6	132731831.2	132.7318312
145	Nordreisa	7	128965361.5	128.9653615
145	Nordreisa	8	114635676.9	114.6356769
145	Nordreisa	9	88785185.07	88.78518507
145	Nordreisa	10	31644645.19	31.64464519
146	Lenvik	1	507552713	507.552713
146	Lenvik	2	108384327.2	108.3843272
146	Lenvik	3	56984841.14	56.98484114
146	Lenvik	4	28193172.98	28.19317298
146	Lenvik	5	17287060.8	17.2870608
146	Lenvik	6	18368852.09	18.36885209
146	Lenvik	7	15924471.77	15.92447177
146	Lenvik	8	14099286.47	14.09928647
146	Lenvik	9	17119662.15	17.11966215
146	Lenvik	10	12750197.33	12.75019733
147	Stord	1	102906971.4	102.9069714
147	Stord	2	8905428.29	8.90542829
147	Stord	3	4673662.366	4.673662366
147	Stord	4	3174274.44	3.17427444
147	Stord	5	2300381.476	2.300381476
147	Stord	6	2555979.418	2.555979418
147	Stord	7	2261681.788	2.261681788
147	Stord	8	2059183.419	2.059183419
147	Stord	9	2673878.469	2.673878469
147	Stord	10	838793.2457	0.838793246
148	Lillesand	1	170554026.6	170.5540266
149	Rendalen	1	1440100004	1440.100004
149	Rendalen	2	440502352.9	440.5023529
149	Rendalen	3	239943467.9	239.9434679
149	Rendalen	4	193114145	193.114145
149	Rendalen	5	187779887.9	187.7798879
149	Rendalen	6	150786585.8	150.7865858
149	Rendalen	7	123196408	123.196408
149	Rendalen	8	112818591.5	112.8185915
149	Rendalen	9	88799584.95	88.79958495
149	Rendalen	10	83080131.01	83.08013101
150	Eidskog	1	568596521.4	568.5965214
151	Finnøy	1	94617138.11	94.61713811
151	Finnøy	2	72899.41299	0.072899413
151	Finnøy	3	36899.70287	0.036899703
151	Finnøy	4	30599.7536	0.030599754
151	Finnøy	5	11699.90579	0.011699906
151	Finnøy	6	1799.985506	0.001799986
151	Finnøy	7	4499.963765	0.004499964
151	Finnøy	9	3599.971012	0.003599971
152	Åfjord	1	330430539.2	330.4305392
152	Åfjord	2	113257788	113.257788
152	Åfjord	3	76445384.43	76.44538443
152	Åfjord	4	52038480.97	52.03848097
152	Åfjord	5	50455393.71	50.45539371
152	Åfjord	6	64047984.26	64.04798426
152	Åfjord	7	49265603.3	49.2656033
152	Åfjord	8	47096620.76	47.09662076
152	Åfjord	9	55009357.04	55.00935704
152	Åfjord	10	35925910.71	35.92591071
153	Ballangen	1	553088746.3	553.0887463
153	Ballangen	2	82758833.6	82.7588336
153	Ballangen	3	36302107.68	36.30210768
153	Ballangen	4	19580242.33	19.58024233
153	Ballangen	5	13906688.02	13.90668802
153	Ballangen	6	15604074.35	15.60407435
153	Ballangen	7	12105802.52	12.10580252
153	Ballangen	8	11089710.7	11.0897107
153	Ballangen	9	14031787.01	14.03178701
153	Ballangen	10	10086218.78	10.08621878
154	Måsøy	1	337496382.4	337.4963824
154	Måsøy	2	233533719.5	233.5337195
154	Måsøy	3	128493765.3	128.4937653
154	Måsøy	4	67624555.46	67.62455546
154	Måsøy	5	58663327.62	58.66332762
154	Måsøy	6	66056768.09	66.05676809
154	Måsøy	7	41261067.75	41.26106775
154	Måsøy	8	32487038.4	32.4870384
154	Måsøy	9	36589205.37	36.58920537
154	Måsøy	10	18512850.93	18.51285093
155	Gran	1	569261616.1	569.2616161
155	Gran	2	16577866.51	16.57786651
155	Gran	3	2435380.389	2.435380389
155	Gran	4	833393.2892	0.833393289
155	Gran	5	298797.594	0.298797594
155	Gran	6	178198.5651	0.178198565
155	Gran	7	180898.5433	0.180898543
155	Gran	8	120599.0289	0.120599029
155	Gran	9	39599.68113	0.039599681
155	Gran	10	9899.920282	0.00989992
156	Tromsø	1	1269297579	1269.297579
156	Tromsø	2	334179009.1	334.1790091
156	Tromsø	3	178524362.5	178.5243625
156	Tromsø	4	74479800.26	74.47980026
156	Tromsø	5	48689607.93	48.68960793
156	Tromsø	6	51912481.98	51.91248198
156	Tromsø	7	42936854.26	42.93685426
156	Tromsø	8	41754263.78	41.75426378
156	Tromsø	9	52553276.82	52.55327682
156	Tromsø	10	27860175.66	27.86017566
157	Sveio	1	91029766.99	91.02976699
157	Sveio	2	46261427.49	46.26142749
157	Sveio	3	24832600.04	24.83260004
157	Sveio	4	21768124.71	21.76812471
157	Sveio	5	12498199.36	12.49819936
157	Sveio	6	7154042.393	7.154042393
157	Sveio	7	6438548.154	6.438548154
157	Sveio	8	3788969.49	3.78896949
157	Sveio	9	2277881.658	2.277881658
157	Sveio	10	3194974.273	3.194974273
158	Nore og Uvdal	1	712310964.2	712.3109642
158	Nore og Uvdal	2	300036884	300.036884
158	Nore og Uvdal	3	199756991.5	199.7569915
158	Nore og Uvdal	4	234790109.4	234.7901094
158	Nore og Uvdal	5	158238525.8	158.2385258
158	Nore og Uvdal	6	126325682.8	126.3256828
158	Nore og Uvdal	7	165767865.2	165.7678652
158	Nore og Uvdal	8	153255265.9	153.2552659
158	Nore og Uvdal	9	136506400.8	136.5064008
158	Nore og Uvdal	10	127400274.1	127.4002741
159	Sarpsborg	1	283678615.7	283.6786157
160	Marker	1	332478022.8	332.4780228
161	Tjøme	1	32157641.05	32.15764105
162	Kviteseid	1	579878830.6	579.8788306
162	Kviteseid	2	17233961.23	17.23396123
162	Kviteseid	3	7613038.697	7.613038697
162	Kviteseid	4	5238857.815	5.238857815
162	Kviteseid	5	3552271.396	3.552271396
162	Kviteseid	6	2697278.281	2.697278281
162	Kviteseid	7	2717078.121	2.717078121
162	Kviteseid	8	2410180.592	2.410180592
162	Kviteseid	9	3167074.498	3.167074498
162	Kviteseid	10	3411872.526	3.411872526
163	Midtre Gauldal	1	719243608.4	719.2436084
163	Midtre Gauldal	2	215490664.8	215.4906648
163	Midtre Gauldal	3	137085096.1	137.0850961
163	Midtre Gauldal	4	120624228.7	120.6242287
163	Midtre Gauldal	5	116144964.8	116.1449648
163	Midtre Gauldal	6	127559572.8	127.5595728
163	Midtre Gauldal	7	95770928.82	95.77092882
163	Midtre Gauldal	8	78258869.83	78.25886983
163	Midtre Gauldal	9	81152346.53	81.15234653
163	Midtre Gauldal	10	78316469.37	78.31646937
164	Herøy	1	56036248.78	56.03624878
164	Herøy	2	5399.956518	0.005399957
164	Herøy	3	2699.978259	0.002699978
165	Øyer	1	177190573.2	177.1905732
165	Øyer	2	70014036.22	70.01403622
165	Øyer	3	65361073.69	65.36107369
165	Øyer	4	52673875.85	52.67387585
165	Øyer	5	32913634.97	32.91363497
165	Øyer	6	34162824.91	34.16282491
165	Øyer	7	45011337.55	45.01133755
165	Øyer	8	37533297.77	37.53329777
165	Øyer	9	40042477.56	40.04247756
165	Øyer	10	36531605.83	36.53160583
166	Råde	1	67931452.99	67.93145299
167	Årdal	1	565805643.9	565.8056439
167	Årdal	2	76907980.71	76.90798071
